"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
39,681006,"Simpson, Josh",619,6.3,0.5,0.167,0.5,0.667,0.503,0.255,0.251,3,6,95.8,8.5,2450,86.1,85.29,4,11,28,-0.7999999999999972,5.88,105,145,114,145,304,322,291,"-0.651","0.651","69.3","7.5",6,6,2,1,0,0,0,0,0,0,3.17821,-0.03949,-0.16538,0.07308,"96.2",137,66.66666666666666,0,0,5.2,1.39,-0.23,1.98,0.5,0,"1.669230769",0.251,0.337,"-1.669230769",0.249,0.249,0.33,0.248,36.4,"26.6",14.139302858419963,-4.682632940115415,32.14420838978282,0.5454545454545454,35.800016961244935,36.06776404009406
39,641745,"Keller, Brad",1114,3.5,0.333,0,0.333,0.333,0.294,0.096,0.107,1,3,81.4,15,2295,93.9,93.41,3,15,24,-0.5,5.95,112,151,119,151,299,323,297,"0.637","-0.637","69.5","7.0",3,3,1,0,0,0,0,0,0,0,1.89154,0.70872,0.27974,0.17974,"89.5",183,0,0,0,6.38,-1.47,-0.38,2.5,0.333,0,"-1.633333333",0.107,0.108,"1.633333333",0.226,0.22600000000000003,0.225,0.198,20,"47.5",7.384866569436502,9.52507576621996,35.32319663320029,0.35714285714285715,36.38716767399729,26.357979603890836
38,694335,"Svanson, Matt",965,3.9,0,0,0,0,0,0.13,0.133,0,3,97.3,22.7,2248,92.8,93.43,2,9,29,0.6000000000000085,6.63,109,148,118,149,304,325,299,"0.732","-0.732","68.3","6.7",3,3,0,0,0,0,0,0,0,0,2.04711,0.61526,0.34158,0.20474,"92.1",205,33.33333333333333,0,0,5.72,-1.61,-0.02,2.81,0,0,"-1.926315789",0.133,0.163,"1.926315789",-0.133,-0.133,-0.163,-0.13,22.2,"32.1",1.4106415851272818,8.846680540131656,30.489572333918403,0.4444444444444444,35.95380851718814,24.280878321214832
38,657612,"Hill, Tim",912,4.2,0,0,0,0,0,0.257,0.237,0,5,97.4,0.8,2031,88.7,88.83,4,17,21,0.09999999999999432,6.59,110,148,116,148,292,314,282,"1.578","-1.578","68.5","6.3",5,5,0,0,0,0,0,0,0,0,3.40237,-0.47947,1.27211,-0.51211,"93.6",127,60,20,20,3.04,3.95,0.65,2.43,0,1,"-4.152631579",0.237,0.357,"4.152631579",-0.237,-0.237,-0.357,-0.257,23.5,"-24.1",-3.555024261678995,18.762217892916883,31.960628728973923,0.125,40.61583169455844,17.615294230750578
38,621053,"Ferguson, Tyler",998,3.8,0,0,0,0,0.144,0.205,0.082,0,4,82.1,26.8,2347,90.4,89.89,3,16,22,-0.5,6.19,112,149,119,147,305,328,300,"1.172","-1.172","70.6","7.2",5,4,0,0,0,0,0,0,0,0,2.18974,0.64868,0.21237,-0.06816,"89.9",114,25,0,0,5.93,-3.3,-0.13,2.49,0.2,0,"-3.084210526",0.266,0.099,"3.084210526",-0.082,-0.066,-0.099,-0.061,18.8,"27.6",8.79351733421681,0.6652588998340523,32.20666671748711,0.5,36.41275754903679,29.368175172135242
38,656271,"Burke, Brock",1028,3.7,0.667,2,0,2.667,1.358,0.51,0.279,2,3,80.4,1.8,2196,91.4,92.13,4,12,26,0.6999999999999886,6.74,109,151,116,148,310,325,304,"-2.25","2.25","65.6","6.4",4,4,0,0,0,2,0,0,0,0,1.96868,0.77421,0.50237,-0.33921,"91.5",164,50,25,25,6.29,2.02,0.05,2.52,0.667,1,"5.921052632",0.279,0.965,"-5.921052632",0.388,0.388,1.702,0.848,33.3,"39.5",6.670621019130403,1.6545058018527028,35.542654212025276,0.18181818181818182,33.43776186404537,28.56053017423645
38,663855,"Hicks, Jordan",1203,3.2,0.5,0.5,0.5,1,0.674,0.504,0.292,1,2,98.1,20.5,1955,95.6,95.79,2,9,29,0.20000000000000284,6.43,107,145,111,145,288,317,292,"-0.851","0.851","71.5","7.7",4,2,0,1,0,0,0,0,0,0,1.88737,0.62947,1.02526,-0.02211,"92.4",200,50,0,0,5.73,-1.81,0.27,2.24,0.75,0,"2.239473684",0.646,0.374,"-2.239473684",0.208,0.10399999999999998,0.626,0.17,22.2,"38.9",13.08070824594813,-5.560857054112671,33.443240811451204,0.8888888888888888,36.580147384931244,31.832885158860954
38,472610,"García, Luis",914,4.2,0,0,0,0,0,0.239,0.264,0,3,93.2,-15,2106,90.9,91.39,8,13,25,0.5,6.53,111,148,121,149,300,320,299,"1.294","-1.294","64.8","7.4",3,3,0,0,0,0,0,0,0,0,2.20895,0.59237,0.375,-0.03868,"95.1",83,66.66666666666666,0,0,6.25,-2.09,0.23,2.02,0,0,"-3.405263158",0.264,0.285,"3.405263158",-0.264,-0.264,-0.285,-0.239,61.5,"45.1",13.583711715880218,-12.746229425253524,31.929393372314184,0.4166666666666667,39.065819490067284,37.110810910398875
38,607455,"Banda, Anthony",1091,3.5,0.6,0.6,0.5,1.2,0.76,0.413,0.381,3,5,85.1,13.8,2234,91.4,91.43,6,15,23,0,6.19,108,151,119,148,297,315,293,"-0.851","0.851","68.2","7.2",5,5,2,0,0,1,0,0,0,0,2.29053,0.45711,0.38158,-0.12158,"92.1",194,40,0,0,5.52,2.43,-0.02,2.54,0.6,0,"2.239473684",0.381,0.572,"-2.239473684",0.219,0.21899999999999997,0.628,0.347,40,"35.4",9.480154013125395,0.883884556115127,31.42373846932665,0.42857142857142855,36.72190410358485,29.133822109660684
37,572955,"Johnson, Pierce",979,3.8,0,0,0,0,0,0.321,0.332,0,1,80.6,25,2728,87.9,87.11,2,7,30,-0.8000000000000114,5.66,110,150,117,149,303,322,297,"0.795","-0.795","73.1","7.6",1,1,0,0,0,0,0,0,0,0,2.89486,0.05784,-0.27459,-0.10324,"88.0",123,0,0,0,6.28,-1.85,-0.05,2.63,0,0,"-2.148648649",0.332,0.432,"2.148648649",-0.332,-0.332,-0.432,-0.321,28.6,"40.3",11.898499600466774,-7.677452690818776,34.12684279580619,0.7142857142857143,33.1401140513386,32.96470590950519
37,671131,"Rutledge, Jackson",1341,2.8,0.25,0,0.25,0.25,0.221,0.488,0.465,1,4,87.8,26.3,2175,90.9,91.07,2,9,28,0.19999999999998863,6.35,115,148,124,149,303,322,301,"0.218","-0.218","72.7","7.5",4,4,1,0,0,0,0,0,0,0,2.18973,0.59944,0.66944,0.07278,"94.6",184,50,0,0,6.07,-2.17,0.17,2.58,0.25,0,"-0.589189189",0.465,0.653,"0.589189189",-0.215,-0.21500000000000002,-0.403,-0.267,22.2,"31.6",16.586407802269967,-9.363910273311808,35.274297453405545,0.4444444444444444,34.48510230027039,34.569321658987576
37,687911,"King, Bryan",1046,3.5,0.5,0,0.5,0.5,0.441,0.207,0.229,1,2,64.6,-18.5,2133,87,87.33,2,13,24,0.29999999999999716,6.61,106,151,118,148,298,327,295,"0.002","-0.002","63.4","6.1",2,2,1,0,0,0,0,0,0,0,2.28946,0.78351,-0.2673,0.16622,"88.0",127,0,0,0,5.53,2.73,-0.09,2.62,0.5,0,"-0.005405405",0.229,0.249,"0.005405405",0.271,0.271,0.251,0.234,15.4,"33.6",-4.497714316934301,23.13212330948331,33.701257324035645,0.18181818181818182,33.680097141868956,17.520378978162423
37,675848,"Mejia, Juan",1078,3.4,0.4,0.4,0.4,0.8,0.501,0.486,0.331,2,5,90.6,22.6,2673,93.4,93.62,1,12,25,0.19999999999998863,6.08,113,149,117,148,302,334,306,"-0.426","0.426","70.2","7.0",5,5,0,2,0,0,0,0,0,0,1.96027,0.65865,-0.25111,-0.18611,"93.5",214,80,40,40,5.96,-1.35,-0.02,2.63,0.4,2,"1.151351351",0.331,0.835,"-1.151351351",0.069,0.069,-0.035,0.015,8.3,"37.4",2.343102736151331,10.606396491793435,32.92452631324727,0.25,35.715687203083434,19.9319207345695
37,547184,"Kelly, Michael",665,5.6,0.5,0,0.5,0.5,0.441,0.419,0.444,1,2,94.5,32,2662,90.1,89.19,5,11,26,-0.8999999999999915,5.71,106,146,110,146,300,327,296,"-0.041","0.041","70.1","7.2",2,2,1,0,0,0,0,0,0,0,2.38054,0.45405,-0.36639,0.19917,"90.6",221,50,0,0,6.12,-1.59,0.22,2.38,0.5,0,"0.110810811",0.444,0.512,"-0.110810811",0.056,0.055999999999999994,-0.012,0.022,45.5,"33.9",7.279172399127799,4.615508441301157,31.392308140085145,0.36363636363636365,41.11531542227932,23.440570167722612
36,663465,"Allard, Kolby",1012,3.6,0.333,0,0.333,0.333,0.294,0.304,0.327,1,3,99.6,-7,1976,84.2,84.21,3,8,28,0,6.29,111,149,116,145,303,319,297,"0.734","-0.734","65.3","6.4",3,3,1,0,0,0,0,0,0,0,2.71972,0.57444,0.05861,0.0925,"95.0",82,66.66666666666666,0,0,5.4,1.99,0.12,2.56,0.333,0,"-2.038888889",0.327,0.355,"2.038888889",0.006,0.006000000000000005,-0.022,-0.01,37.5,"48.3",1.0976445773227672,10.4994996832097,34.86958902963144,0.375,34.04085605844584,25.945629154023212
36,664199,"Clarke, Taylor",865,4.2,0.333,1,0,1.333,0.679,0.475,0.304,1,3,100.1,30,2170,91.5,91.59,5,10,26,0.09999999999999432,6.17,109,148,119,151,297,323,295,"-0.091","0.091","68.7","7.7",3,3,0,0,0,1,0,0,0,0,2.05917,0.65667,0.50917,-0.06583,"95.2",113,66.66666666666666,33.33333333333333,33.33333333333333,6.04,-0.83,0.06,2.58,0.333,1,"0.252777778",0.304,0.851,"-0.252777778",0.029,0.029000000000000026,0.482,0.204,50,"43.8",14.807773141649074,-10.013615487850107,35.200163830604644,0.4,34.88823148689503,34.82650974855267
36,666974,"Cano, Yennier",992,3.6,0,0,0,0,0,0.178,0.195,0,3,68.3,-14,2070,93.2,91.99,0,8,28,-1.2000000000000028,5.76,108,147,109,147,295,319,297,"1.039","-1.039","71.4","7.1",4,4,0,0,0,0,0,0,0,0,2.73389,-0.08056,1.08583,-0.11028,"88.0",90,0,0,0,5.62,-2.29,-0.18,2.03,0,0,"-2.886111111",0.195,0.204,"2.886111111",-0.195,-0.195,-0.204,-0.178,0,"17.2",6.5458517130645015,-2.32958622752271,33.843521430824815,0.2857142857142857,31.127237519153887,27.08043983802005
36,668984,"Legumina, Casey",869,4.1,0.125,0,0.125,0.125,0.11,0.221,0.2,1,8,86.2,9.9,2343,93.1,93.76,5,14,22,0.7000000000000028,6.79,112,148,113,146,288,318,296,"1.478","-1.478","70.5","7.1",8,8,1,0,0,0,0,0,0,0,1.77111,0.88361,1.16472,0.53417,"92.8",121,37.5,12.5,12.5,4.68,-2.18,-0.17,2.79,0.125,1,"-4.105555556",0.2,0.32,"4.105555556",-0.075,-0.07500000000000001,-0.195,-0.111,35.7,"18.1",6.855278541331573,3.614885010741098,32.29646275805714,0.5714285714285714,34.68116347310653,25.242537066988334
36,681517,"Leahy, Kyle",1352,2.7,0.4,0,0.4,0.4,0.353,0.31,0.319,2,5,77.6,-12,2332,91.9,93.33,5,15,21,1.3999999999999915,7.16,109,147,112,148,305,326,303,"-0.239","0.239","70.8","7.0",5,5,2,0,0,0,0,0,0,0,2.1325,0.59417,-0.00722,-0.11056,"90.9",117,40,0,0,5.69,-2.15,-0.24,2.58,0.4,0,"0.663888889",0.319,0.39,"-0.663888889",0.081,0.08100000000000002,0.01,0.043,33.3,"45.3",7.248974031734446,6.126928590634599,32.15039581520198,0.6428571428571429,36.82896282783668,25.89251821372464
35,681892,"Funderburk, Kody",730,4.8,0.333,0,0.25,0.333,0.221,0.167,0.239,1,3,85.7,6.7,2252,88.7,89.84,1,11,24,1.0999999999999943,7.09,110,149,118,148,297,326,290,"0.38","-0.38","68.4","6.7",4,4,1,0,0,0,0,0,0,0,2.39114,0.54314,0.23086,-0.29029,"88.8",159,0,0,0,5.85,2.48,-0.2,2.51,0.25,0,"-1.085714286",0.183,0.264,"1.085714286",0.094,0.067,0.069,0.054,9.1,"33.3",2.4116103402602582,11.470349688806763,34.0723461548445,0.36363636363636365,32.793853711519944,23.297908094586212
35,668674,"Erceg, Lucas",976,3.6,0.4,0.6,0.25,1,0.584,0.647,0.434,2,5,100.6,27.4,2041,92.2,92.51,5,12,23,0.29999999999999716,6.49,111,150,121,151,300,325,293,"-1.113","1.113","71.1","7.6",5,5,1,0,0,1,0,0,0,0,2.19343,0.53229,0.62939,0.12515,"97.4",198,60,20,20,6.04,-1.85,0.11,2.28,0.4,1,"3.18",0.434,1.116,"-3.18",-0.034,-0.033999999999999975,-0.116,-0.063,41.7,"41.6",16.042875859316283,-10.23935289319127,33.775192130203216,0.25,33.93333201469244,36.20964576198841
35,593974,"Peralta, Wandy",1153,3,0.25,0.25,0.25,0.5,0.308,0.43,0.392,2,8,91.4,-5.1,2149,92,90.64,7,18,17,-1.4000000000000057,5.72,113,150,121,149,302,326,299,"0.485","-0.485","73.8","7.6",8,8,1,0,1,0,0,0,0,0,2.09914,0.63086,0.92857,-0.40743,"93.8",148,50,25,25,6.1,0.62,0.12,2.26,0.25,2,"-1.385714286",0.392,0.619,"1.385714286",-0.142,-0.14200000000000002,-0.119,-0.122,38.9,"46.0",9.914651074768503,-2.5292635327022963,38.027575110807724,0.625,37.83415909523282,31.37095334110053
35,656794,"Newcomb, Sean",1554,2.3,0,0,0,0,0,0.23,0.245,0,4,83.9,4.5,2452,89.2,87.72,3,9,26,-1.5,5.52,109,150,114,148,290,323,294,"1.373","-1.373","71.4","6.9",4,4,0,0,0,0,0,0,0,0,2.48086,0.43314,0.49543,0.13314,"90.5",111,25,0,0,5.99,2.55,0.25,2.36,0,0,"-3.922857143",0.245,0.277,"3.922857143",-0.245,-0.245,-0.277,-0.23,33.3,"30.0",2.781920884214945,5.760565864019457,33.33587775192491,0.3333333333333333,34.70737661191019,26.382010559582923
35,678024,"Vasil, Mike",1669,2.1,0.333,0,0.333,0.333,0.294,0.211,0.225,1,3,73.4,18,2174,90.1,89.78,2,8,27,-0.29999999999999716,6.18,110,149,114,147,299,319,297,"-0.125","0.125","69.5","7.4",3,3,1,0,0,0,0,0,0,0,2.764,0.09765,0.53086,-0.11943,"88.4",182,0,0,0,5.91,-1.6,-0.14,2.55,0.333,0,"0.357142857",0.225,0.259,"-0.357142857",0.108,0.10800000000000001,0.074,0.083,25,"30.2",13.30857933606574,-3.275020385444731,35.7013922377491,0.75,39.85891520854039,32.59117742878037
35,672841,"Vargas, Carlos",1117,3.1,0.333,0,0.333,0.333,0.355,0.39,0.349,2,6,87.4,-18,2255,95,95.34,2,11,24,0.29999999999999716,6.68,114,148,112,145,292,319,294,"0.201","-0.201","66.9","6.6",7,6,2,0,0,0,0,0,0,0,2.15857,0.39686,0.70771,-0.01514,"93.9",135,66.66666666666666,0,0,5.78,-2.77,-0.12,2.66,0.429,0,"-0.574285714",0.442,0.418,"0.574285714",-0.016,-0.013000000000000012,-0.085,-0.035,18.2,"33.0",0.156421217998157,19.32856770450074,33.98619688785214,0.45454545454545453,37.191489553511744,19.91778449528985
34,455119,"Martin, Chris",651,5.2,0.6,0,0.6,0.6,0.529,0.425,0.447,3,5,90.8,3,2141,92.6,92.93,7,15,19,0.30000000000001137,6.55,113,149,107,149,289,322,297,"-0.387","0.387","67.5","6.3",5,5,3,0,0,0,0,0,0,0,1.85882,0.81088,0.40939,0.05,"93.4",134,60,0,0,6.17,-2.88,-0.18,2.78,0.6,0,"1.138235294",0.447,0.513,"-1.138235294",0.153,0.15299999999999997,0.087,0.104,46.7,"41.6",-1.7165556780176814,20.853291187384187,29.54615325438425,0.21428571428571427,34.57819134766079,17.90937124115485
34,489446,"Yates, Kirby",762,4.5,0,0,0,0,0,0.24,0.233,0,3,74.6,22,1925,90,89.36,6,11,23,-0.5999999999999943,6.05,112,151,118,150,298,317,297,"1.077","-1.077","72.0","7.3",3,3,0,0,0,0,0,0,0,0,2.07676,0.76618,1.11529,0.05059,"89.0",190,0,0,0,5.06,-2.57,-0.15,2.22,0,0,"-3.167647059",0.233,0.304,"3.167647059",-0.233,-0.233,-0.304,-0.24,54.5,"17.2",7.485096274622017,-0.5245056536712251,35.201052836575734,0.4,37.58539315998008,30.992739019489825
34,689690,"Jacob, Alek",586,5.8,0.6,0.2,0.6,0.8,0.603,0.568,0.426,3,5,84.5,18.8,2253,81.3,82.53,7,14,20,1.2000000000000028,7.3,112,147,121,146,300,324,298,"-0.861","0.861","71.7","7.3",5,5,2,1,0,0,0,0,0,0,2.84324,0.67706,1.23824,0.22353,"92.1",199,40,20,20,3.87,-2.74,-0.28,2.8,0.6,1,"2.532352941",0.426,0.933,"-2.532352941",0.174,0.174,-0.133,0.035,50,"-1.1",10.636877695094903,-2.9905201754039856,30.79932898864746,0.6428571428571429,32.93128303531072,31.8993437778202
34,676263,"Dreyer, Jack",1166,2.9,0.333,0.667,0.333,1,0.528,0.076,0.08,1,3,71.8,35.7,2401,90.2,90.7,5,13,21,0.5,6.62,109,149,114,147,299,316,292,"-0.105","0.105","71.7","6.9",3,3,0,0,1,0,0,0,0,0,1.69,1.12559,0.28059,-0.27412,"89.2",150,0,0,0,5.94,1.32,0.08,2.64,0.333,0,"0.308823529",0.08,0.113,"-0.308823529",0.253,0.253,0.887,0.452,38.5,"56.9",8.754227727368697,1.3722320951446725,29.259105565020207,0.5,34.69537276191962,27.143579695970317
34,657044,"Thompson, Ryan",656,5.2,0.4,0.2,0.4,0.6,0.427,0.553,0.541,2,5,93.6,0,2035,88.5,88.65,2,10,24,0.09999999999999432,6.73,113,149,115,149,297,319,292,"0.175","-0.175","70.9","7.4",5,5,1,1,0,0,0,0,0,0,3.385,-0.41971,0.80441,-0.04853,"95.0",214,60,0,0,3.64,-3.98,0.09,2.08,0.4,0,"-0.514705882",0.541,0.759,"0.514705882",-0.141,-0.14100000000000001,-0.159,-0.126,20,"-10.9",9.316782060066975,-5.840435829082193,39.9925956962328,0.4444444444444444,32.55036779412543,32.69648088195514
34,656240,"Blewett, Scott",711,4.8,0.5,0.75,0.333,1.25,0.728,0.467,0.347,2,4,87.6,21.3,2038,88.1,89.49,3,8,26,1.4000000000000057,7.12,112,149,122,150,299,325,300,"-1.861","1.861","61.8","6.7",5,4,1,0,0,1,0,0,0,0,2.46382,0.50818,0.13029,0.01147,"92.0",229,25,25,20,6.14,-1.91,0.21,2.18,0.6,1,"5.473529412",0.477,0.581,"-5.473529412",0.153,0.123,0.669,0.261,37.5,"44.9",10.499491194483646,5.278862177592735,32.26211477294223,0.625,35.52578987277932,28.941024284347563
34,687863,"Hodge, Porter",628,5.4,0,0,0,0,0,0.355,0.331,0,2,92.3,43,2455,92.3,93.85,3,10,24,1.5,7.21,115,151,117,151,301,324,301,"0.92","-0.92","66.8","6.9",2,2,0,0,0,0,0,0,0,0,1.78912,0.91676,-0.31853,-0.10735,"90.3",192,50,0,0,5.77,-2.65,-0.03,2.86,0,0,"-2.705882353",0.331,0.496,"2.705882353",-0.331,-0.331,-0.496,-0.355,30,"43.7",2.475817699324318,6.277186847488281,31.74217013922377,0.4,35.53774264420469,22.808981580189712
34,660787,"De los Santos, Yerry",592,5.7,0.571,0.429,0.5,1,0.669,0.635,0.526,4,7,96,20.1,2139,94.2,94.38,3,14,20,0.20000000000000284,6.51,114,149,126,152,296,321,291,"-1.501","1.501","72.7","7.1",7,7,3,0,0,1,0,0,0,0,1.89676,0.69294,1.22412,0.23529,"94.6",198,71.42857142857143,14.285714285714285,14.285714285714285,5.94,-2.28,-0.01,2.26,0.571,1,"4.414705882",0.526,0.967,"-4.414705882",0.045,0.04499999999999993,0.033,0.034,21.4,"27.3",8.84886278574048,-2.6623977498964155,32.67845463658875,0.5714285714285714,34.73415709159905,33.476515413676374
34,641302,"Alexander, Tyler",1603,2.1,0,0,0,0,0.181,0.228,0.07,0,3,72,17.3,2266,86.2,85.84,1,9,25,-0.4000000000000057,6.17,108,147,118,144,303,324,294,"1.048","-1.048","68.6","7.0",4,3,0,0,0,0,0,0,0,0,2.33529,0.79576,0.19853,-0.10618,"88.0",184,0,0,0,5.51,1.82,0.09,2.62,0.25,0,"-3.082352941",0.302,0.077,"3.082352941",-0.07,-0.05199999999999999,-0.077,-0.047,11.1,"34.4",5.359322821304105,7.7541893231121115,31.309407739369814,0.4444444444444444,34.605063367530406,24.306733012102807
33,663574,"Santillan, Tony",1230,2.7,0,0,0,0,0,0.078,0.081,0,1,73.1,-5,2282,92.3,91.49,2,10,23,-0.7999999999999972,5.84,115,148,114,150,293,325,295,"0.396","-0.396","71.7","7.4",1,1,0,0,0,0,0,0,0,0,2.13788,0.56333,0.42121,-0.23515,"88.7",165,0,0,0,5.34,-2.36,-0.36,2.52,0,0,"-1.2",0.081,0.084,"1.2",-0.081,-0.081,-0.084,-0.078,20,"25.5",10.448735525497703,-4.028804083510365,30.07263178805036,0.7777777777777778,37.11069584774894,29.740425393228893
33,676961,"Boushley, Caleb",743,4.4,0.333,0,0.333,0.333,0.294,0.401,0.358,2,6,96.1,8.8,2387,88.3,87.42,0,9,24,-0.8999999999999915,5.84,115,149,116,148,302,321,297,"-0.338","0.338","71.8","7.4",6,6,2,0,0,0,0,0,0,0,2.32848,0.64182,0.27273,0.19394,"95.9",149,66.66666666666666,16.666666666666664,16.666666666666664,5.87,-1.89,0.17,2.38,0.333,1,"1.024242424",0.358,0.588,"-1.024242424",-0.025,-0.024999999999999967,-0.255,-0.107,0,"43.5",10.871504869414245,-0.9395329360914442,29.92220130874833,0.6666666666666666,39.5056965458909,31.17348533239525
33,695445,"Lee, Chase",604,5.5,0,0,0,0,0,1.243,0.625,0,1,102.6,32,2581,84.2,83.55,1,5,28,-0.7000000000000028,5.9,114,147,112,148,295,327,297,"0.703","-0.703","69.7","7.1",1,1,0,0,0,0,0,0,0,0,3.10485,0.14818,-0.30273,0.46576,"98.7",152,100,100,100,3.73,-2.75,0.07,2.32,0,1,"-2.13030303",0.625,2.417,"2.13030303",-0.625,-0.625,-2.417,-1.243,20,"-3.6",9.487735637953467,1.25932948401623,29.873632437573264,0.6,42.25182808975158,28.153291938026328
32,670955,"Uceta, Edwin",1226,2.6,0,0,0,0,0.361,0.361,0.001,0,1,71.8,68,2364,91.1,91.02,7,14,18,-0.09999999999999432,6.2,106,147,110,148,303,322,293,"0.198","-0.198","67.8","7.0",2,1,0,0,0,0,0,0,0,0,2.0825,0.67188,0.8075,0.13,"92.3",111,0,0,0,4.59,-1.61,0.01,2.43,0.5,0,"-0.61875",0.5,0.001,"0.61875",-0.001,0,-0.001,0,50,"14.0",6.721211880945688,-12.319450977544783,31.883800079114753,0.5714285714285714,36.74784460600193,32.31660933934842
32,679358,"Orze, Eric",685,4.7,0.667,1,0.5,1.667,0.973,0.569,0.403,2,3,81.9,15.7,2209,88.4,89.47,4,13,19,1.0999999999999943,6.89,111,148,115,149,297,324,293,"-0.699","0.699","71.2","7.1",3,3,1,0,0,1,0,0,0,0,2.30188,0.67067,0.42312,-0.21313,"90.1",202,33.33333333333333,33.33333333333333,33.33333333333333,5.87,-1.5,0.08,2.76,0.667,1,"2.184375",0.403,0.959,"-2.184375",0.264,0.264,0.708,0.404,30.8,"45.7",3.728736936060877,3.99110437088833,27.165809870233645,0.38461538461538464,36.60620021199868,27.162660885950277
32,678692,"Henriquez, Ronny",1167,2.7,0,0,0,0,0.361,0.481,0.262,0,1,52,-66,2315,91.4,91.61,9,14,18,0.19999999999998863,6.53,109,148,108,149,301,327,299,"0.454","-0.454","69.3","7.7",2,1,0,0,0,0,0,0,0,0,2.03281,0.72688,0.21375,-0.33937,"88.0",53,0,0,0,5.23,-2.37,-0.12,1.98,0.5,0,"-1.41875",0.631,0.263,"1.41875",-0.262,-0.131,-0.263,-0.12,64.3,"42.5",16.375840515581345,-17.417798411588098,32.67081631669674,0.42857142857142855,38.032951643111254,40.18829687094139
31,669199,"Bachar, Lake",1153,2.7,0.5,0,0.5,0.5,0.441,0.974,0.714,1,2,96.9,21.5,2604,90.4,89.89,2,8,23,-0.5,6.08,109,149,115,150,305,326,296,"0.225","-0.225","72.2","7.6",2,2,1,0,0,0,0,0,0,0,2.13613,0.67935,0.06452,-0.03097,"94.1",279,50,50,50,5.62,-1.59,-0.17,2.13,0.5,1,"-0.725806452",0.714,1.605,"0.725806452",-0.214,-0.21399999999999997,-1.105,-0.533,25,"34.9",14.794499657543493,-8.90220365479297,32.04940585611845,0.875,39.794539178570275,33.75462993121667
31,666374,"Brash, Matt",828,3.7,0,0,0,0,0,0.091,0.096,0,1,61.6,-13.5,2730,89.5,89.33,3,9,22,-0.20000000000000284,6.37,117,149,103,147,291,321,296,"0.69","-0.69","60.8","6.8",2,2,0,0,0,0,0,0,0,0,2.76968,0.12194,-0.31484,0.49097,"90.0",101,50,0,0,5.32,-2.67,0.09,2.43,0,0,"-2.225806452",0.096,0.172,"2.225806452",-0.096,-0.096,-0.172,-0.091,33.3,"30.6",3.5475824047720046,-26.25567747130455,34.90602669177239,0.3333333333333333,34.75101472393516,32.83701870208051
30,643377,"Jax, Griffin",1105,2.7,0.6,0.8,0.5,1.4,0.834,0.881,0.705,3,5,104.5,10.4,2619,91.9,92.15,3,11,19,0.19999999999998863,6.35,109,145,113,148,296,324,290,"-1.581","1.581","74.0","7.6",5,5,1,1,0,1,0,0,0,0,2.228,0.47933,0.01103,-0.02483,"99.7",174,100,20,20,5.48,-0.63,0.23,2.1,0.6,1,"5.27",0.705,1.377,"-5.27",-0.105,-0.10499999999999998,0.023,-0.047,27.3,"43.1",11.395173392817561,-9.428347977209203,27.946918590167453,0.7272727272727273,37.64721562527359,36.11348470531214
30,595928,"Curtiss, John",546,5.5,0,0,0,0,0,0.149,0.14,0,5,91.7,26.6,2457,91.9,92.06,1,12,18,0.19999999999998863,6.39,110,150,117,150,296,325,298,"1.369","-1.369","74.8","7.3",5,5,0,0,0,0,0,0,0,0,1.75,0.95967,0.156,-0.04,"93.6",150,40,0,0,6.34,-2.43,0.38,2.68,0,0,"-4.563333333",0.14,0.213,"4.563333333",-0.14,-0.14,-0.213,-0.149,8.3,"41.8",11.836224576171446,-5.90879945122376,30.03791785680497,0.7272727272727273,37.718675273192986,34.09399399386427
30,702352,"Bivens, Spencer",1298,2.3,0,0,0,0,0,1.092,0.748,0,1,108.7,19,1982,93.4,93.39,2,8,22,0,6.33,115,151,124,150,294,324,297,"-0.163","0.163","68.6","7.1",1,1,0,0,0,0,0,0,0,0,2.02733,0.59733,0.98067,0.16067,"92.3",212,100,100,100,6.16,-1.86,0.05,2.1,0,1,"0.543333333",0.748,1.854,"-0.543333333",-0.748,-0.748,-1.854,-1.092,25,"35.0",6.534354884936702,6.432486381433496,33.312069554676384,0.25,37.80857274970142,26.181100417802895
