pitches_out_of_zone,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance,pitcher_run_exp,run_exp,bat_speed,swing_length,pa,bip,singles,doubles,triples,hrs,so,k_percent,bb,bb_percent,api_break_z_with_gravity,api_break_z_induced,api_break_x_arm,api_break_x_batter_in,hyper_speed,bbdist,hardhit_percent,barrels_per_bbe_percent,barrels_per_pa_percent,release_pos_z,release_pos_x,plate_x,plate_z,obp,barrels_total,batter_run_value_per_100,xobp,xslg,pitcher_run_value_per_100,xbadiff,xobpdiff,xslgdiff,wobadiff,swing_miss_percent,arm_angle,attack_angle,attack_direction,swing_path_tilt,rate_ideal_attack_angle,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
27,663485,"Sands, Cole",1143,2.4,0,0,0,0,0.361,0.507,0.323,0,1,100.7,-5,2422,88.9,87.88,1,3,24,-1,5.76,118,148,114,150,299,330,292,-0.761,0.761,69.4,7.2,2,1,0,0,0,0,0,0,0,0,2.50037,0.42815,-0.01296,-0.03519,94.4,27,100,0,0,5.62,-2.61,0.22,2.48,0.5,0,2.818518519,0.661,0.396,-2.818518519,-0.323,-0.16100000000000003,-0.396,-0.146,33.3,23.2,12.3777660397325,-12.546560105779326,29.58585709468412,1,33.394668300882955,34.41685784921697
27,592454,"Kahnle, Tommy",1036,2.6,0,0,0,0,0,0.025,0.017,0,1,97,46,1523,87.6,88.33,2,3,24,0.7000000000000028,6.72,117,149,106,151,293,326,297,-0.311,0.311,63.8,7.6,1,1,0,0,0,0,0,0,0,0,2.61444,0.36296,0.90556,-0.20852,97.0,288,100,0,0,5.6,-2.21,-0.17,2.03,0,0,1.151851852,0.017,0.047,-1.151851852,-0.017,-0.017,-0.047,-0.025,66.7,33.7,12.747770755641232,-6.870960966145027,40.1661540234422,0.3333333333333333,34.698892436683124,36.39583468583258
27,676661,"Lazar, Max",646,4.2,,,,,,,,,,,,2509,89.9,90.99,1,1,26,1.0999999999999943,6.88,112,148,114,147,296,326,294,-0.819,0.819,75.1,7.6,,,,,,,,,,,2.34778,0.50296,-0.1737,0.06852,88.0,,,,,5.91,-0.64,-0.07,2.63,,,3.033333333,,,-3.033333333,,,,,100,52.2,20.43154437416839,-9.243716515035494,34.182664560897464,0,44.97647700284801,43.511947894306026
26,668941,"Romero, JoJo",990,2.6,,,,,,,,,,,,2085,88.7,87.17,0,0,26,-1.5,5.34,97,143,106,142,308,325,302,-0.941,0.941,,,,,,,,,,,,,2.77615,0.1584,0.66692,-0.63846,,,,,,5.39,1.95,0.11,2.46,,,3.619230769,,,-3.619230769,,,,,,30.3,,,,,,
26,678495,"Rodríguez, Randy",808,3.2,0,0,0,0,0,0.007,0.008,0,1,86.8,52,2706,93.1,93.42,2,5,21,0.30000000000001137,6.55,110,148,111,147,299,324,297,-0.384,0.384,67.4,6.8,1,1,0,0,0,0,0,0,0,0,1.71731,0.945,-0.17654,-0.05038,88.0,197,0,0,0,5.53,-2.72,0.03,2.59,0,0,1.476923077,0.008,0.008,-1.476923077,-0.008,-0.008,-0.008,-0.007,40,39.8,5.5166903984368085,12.519214083087599,31.461608938174166,0.4,38.608196444266554,20.02494355929694
25,681982,"Anderson, Grant",1158,2.2,,,,,,,,,,,,2570,86.4,86.7,5,6,19,0.29999999999999716,6.53,109,146,118,149,301,326,300,-0.056,0.056,71.0,6.7,,,,,,,,,,,2.6516,0.4652,-0.0916,-0.258,,,,,,4.3,-2.57,0.31,2.36,,,0.224,,,-0.224,,,,,83.3,2.9,8.50145698519702,8.266136608016415,29.917660569572174,0.6666666666666666,39.01930331072189,27.280534988935415
24,672578,"Hernández, Carlos",759,3.2,,,,,,,,,,,,2149,91.5,92.41,2,5,19,0.9000000000000057,6.89,113,148,114,149,294,321,287,-0.498,0.498,64.0,7.4,,,,,,,,,,,1.99125,0.77458,0.34875,-0.18208,88.0,223,,,,6.01,-1.88,0.47,2.12,,,2.075,,,-2.075,,,,,40,41.1,18.102984674899336,-17.890509897306636,28.044177261054713,0.4,32.05433532217002,39.57491914398083
24,595014,"Treinen, Blake",511,4.7,0,0,0,0,0,0.13,0.144,0,1,54.4,13,2494,88.7,87.47,2,4,20,-1.2000000000000028,5.58,113,150,121,150,295,316,295,-0.159,0.159,63.5,7.6,1,1,0,0,0,0,0,0,0,0,2.81542,0.12167,-0.19208,0.23458,88.0,177,0,0,0,6.3,-2.84,0.17,2.17,0,0,0.6625,0.144,0.182,-0.6625,-0.144,-0.144,-0.182,-0.13,50,33.1,14.566369039474775,-7.189788791814587,36.66617311510038,0.5,41.81842436737928,34.027883774118465
24,681911,"Vesia, Alex",1023,2.3,,,,,,,,0,0,18.4,-13,2443,91,90.94,0,3,21,-0.09999999999999432,6.27,101,152,110,148,304,318,293,-0.549,0.549,67.4,6.8,1,1,0,0,0,0,0,0,0,0,1.39208,1.37208,0.23,-0.285,88.0,107,0,0,0,6,0.22,-0.12,3.54,,0,2.2875,,,-2.2875,,,,,0,65.3,11.878426568357984,-0.9473368001237921,25.196905931906564,1,26.750263211604068,26.393398171667414
24,542888,"Armstrong, Shawn",1117,2.1,,,,,,,,,,,,2420,91.4,91.92,2,3,21,0.5,6.75,110,151,110,149,296,327,299,-0.567,0.567,73.7,7.9,,,,,,,,,,,1.70458,1.05125,0.08333,0,88.0,2,,,,5.75,-1.56,0.57,2.32,,,2.3625,,,-2.3625,,,,,66.7,40.6,11.379927437229242,-3.4650937826664028,37.50455000550465,0.3333333333333333,43.320044994812214,27.273740925444308
23,669674,"Long, Sam",786,2.9,0.5,0,0.5,0.5,0.441,0.209,0.224,1,2,48.6,-35,2290,86.7,86.21,1,5,18,-0.5,6.01,107,148,122,150,299,321,294,-0.778,0.778,67.3,7.3,2,2,1,0,0,0,0,0,0,0,2.66348,0.43652,0.3387,-0.11348,88.0,64,0,0,0,5.88,1.75,0.14,2.27,0.5,0,3.382608696,0.224,0.225,-3.382608696,0.276,0.276,0.275,0.232,20,49.2,3.4288919098946895,1.6292516184252008,37.09141559926145,0.4,35.09811765580392,27.102426928606977
23,605447,"Romano, Jordan",701,3.3,,,,,,,,,,,,2086,88.6,90.21,2,4,19,1.6000000000000085,7.42,105,144,111,145,297,316,281,-0.401,0.401,51.0,6.6,,,,,,,,,,,2.3387,0.6087,0.11391,-0.10957,88.0,44,,,,6.07,-2.21,0.01,2.8,,,1.743478261,,,-1.743478261,,,,,50,48.3,9.497654552771785,-44.14398407955789,23.742905940484384,0.25,38.423386365857894,34.335225495757555
23,663687,"Harris, Hogan",1125,2,1,0,1,1,0.882,0.754,0.738,1,1,68.6,34,2407,84.7,84.53,1,3,20,-0.20000000000000284,6.54,110,151,123,147,298,324,293,-0.8,0.8,53.5,6.3,1,1,1,0,0,0,0,0,0,0,3.0587,0.2913,0.22609,-0.17739,88.0,136,0,0,0,6.1,2.18,-0.13,2.22,1,0,3.47826087,0.738,0.896,-3.47826087,0.262,0.262,0.104,0.128,33.3,55.1,3.954793371459104,12.813415127927215,33.61909652869572,0,29.294795916920144,27.370203272530297
23,641755,"Kinley, Tyler",1225,1.9,,,,,,,,,,,,2506,87.7,87.05,5,5,18,-0.6000000000000085,5.56,113,149,115,148,305,330,300,-0.405,0.405,44.7,6.8,,,,,,,,,,,2.57913,0.36783,-0.10913,0.03174,,,,,,6.54,-0.91,0.53,1.68,,,1.760869565,,,-1.760869565,,,,,100,46.8,26.582139821989262,-56.02679289146631,28.34210810944805,0.2,40.114802393024725,32.3386465276846
22,643338,"Green, Chad",710,3.1,,,,,,,,,,,,2370,92.1,92.04,3,5,17,-0.09999999999999432,6.37,108,149,115,149,297,324,294,-0.292,0.292,59.8,6.9,,,,,,,,,,,1.78864,0.92091,0.22091,0.05545,89.1,60,,,,6.14,-2.04,0.33,2.5,,,1.327272727,,,-1.327272727,,,,,60,46.7,9.995605368595298,6.869745492040437,28.670491947378416,0.4,38.538662965026724,29.445451686183166
22,621112,"Blackburn, Paul",666,3.3,1,0,1,1,0.882,0.787,0.821,1,1,85.9,13,2306,90.3,90.08,0,3,19,-0.20000000000000284,6.2,118,148,131,150,292,321,292,-1.002,1.002,72.2,7.1,1,1,1,0,0,0,0,0,0,0,2.48409,0.33864,0.22455,-0.01545,88.8,162,0,0,0,5.96,-2.05,0.15,2.13,1,0,4.554545455,0.821,0.958,-4.554545455,0.179,0.17900000000000005,0.042,0.095,0,44.7,4.070187858497121,12.606609461321739,29.45497082260371,0.3333333333333333,47.31187540884712,25.946753431240644
22,669622,"Bender, Anthony",784,2.8,,,,,,,,,,,,2602,87.1,86,1,3,19,-1.0999999999999943,5.71,98,143,113,147,301,324,299,-0.48,0.48,65.5,7.5,,,,,,,,,,,2.94864,0.09636,-0.54182,-0.22909,94.6,47,,,,5.51,-2.07,-0.32,2.33,,,2.181818182,,,-2.181818182,,,,,33.3,15.8,21.50263952459718,-12.134137227681094,33.444182800003894,0.3333333333333333,34.51499220367878,36.957962283772616
22,691799,"Taylor, Grant",610,3.6,,,,,,,,,,,,2477,96.5,98.46,1,1,21,2,7.37,105,146,108,147,299,318,299,-0.741,0.741,71.5,6.2,,,,,,,,,,,1.53227,0.92864,-0.10273,0.04091,,,,,,5.86,-0.7,0.02,2.68,,,3.368181818,,,-3.368181818,,,,,100,57.6,7.824146310920025,-1.3622381388370592,21.734771188504734,1,30.097455208694697,27.89779251892675
21,547184,"Kelly, Michael",658,3.2,,,,,,,,,,,,2652,89.5,88.58,3,4,17,-0.9000000000000057,5.74,100,144,110,145,300,327,295,-0.427,0.427,67.2,7.6,,,,,,,,,,,2.50476,0.37476,-0.387,0.173,88.4,258,,,,6.12,-1.57,0.28,2.22,,,2.033333333,,,-2.033333333,,,,,75,33.9,12.771312484695121,-2.2259917505926063,27.81800594866607,0,48.577166646384235,32.224936333919196
21,657097,"Webb, Jacob",978,2.1,,,,,,,,0,0,28.9,-36,2451,86.3,85.92,1,3,18,-0.3999999999999915,6.38,111,148,109,149,297,327,297,-0.513,0.513,70.9,7.2,1,1,0,0,0,0,0,0,0,0,2.78381,0.34762,0.03143,-0.1819,88.0,3,0,0,0,5.56,-2.89,0.07,1.91,,0,2.442857143,,,-2.442857143,,,,,33.3,34.4,23.330636078190512,-17.35634880933978,36.03936038129774,0,36.561070390210006,42.92822231711829
21,671131,"Rutledge, Jackson",1340,1.6,,,,,,,,,,,,2122,90.1,90.32,0,1,20,0.20000000000000284,6.33,116,148,124,148,302,321,299,-0.492,0.492,73.7,7.4,,,,,,,,,,,2.30476,0.51524,0.621,0.137,,,,,,6.08,-2.15,-0.03,2.58,,,2.342857143,,,-2.342857143,,,,,0,31.8,15.498773497173133,-9.025146680525495,36.209073062889566,1,23.21189924137781,28.257839908595123
21,622554,"Domínguez, Seranthony",1102,1.9,,,,,,,,,,,,2081,92.2,92.26,3,3,18,0.09999999999999432,6.4,109,147,117,149,295,320,300,-0.445,0.445,70.5,7.8,,,,,,,,,,,2.03143,0.69286,0.27,0.01571,,,,,,5.64,-2.05,0.01,2.51,,,2.119047619,,,-2.119047619,,,,,100,31.6,16.59888273380502,-15.619559133227938,32.715903228671365,0,37.43882946085645,44.67439527872096
21,656240,"Blewett, Scott",711,3,,,,,0.722,0.722,,0,0,,,2003,87.1,88.32,3,3,18,1.2000000000000028,7.13,113,150,124,150,298,324,299,-0.853,0.853,50.0,6.7,1,0,0,0,0,0,0,0,0,0,2.7219,0.328,0.02762,0.02095,,,,,,6.12,-1.94,0.33,1.92,1,,4.061904762,1,,-4.061904762,,0,,0,100,44.3,9.567624264827753,12.078318756404073,36.031179401069885,0.3333333333333333,35.72486428870388,27.945997305954567
21,623437,"Topa, Justin",980,2.1,,,,,0.722,0.722,,0,0,,,2408,87.5,86.5,1,1,20,-1,5.71,112,148,112,147,298,332,294,-0.712,0.712,49.2,7.6,1,0,0,0,0,0,0,0,0,0,2.83048,0.18143,-0.18619,-0.14333,,,,,,4.96,-2.52,0.02,2.35,1,,3.39047619,1,,-3.39047619,,0,,0,100,10.4,19.743329720965317,-3.838127627544252,30.547109604384232,1,62.02095470308565,32.95836764715153
21,660896,"Alcala, Jorge",1058,2,0,0,0,0,0,0.071,0.06,0,3,63.9,26.7,2473,95.3,94.37,1,4,17,-0.8999999999999915,5.81,113,150,119,149,291,320,291,0.329,-0.329,69.3,7.3,3,3,0,0,0,0,0,0,0,0,1.35429,1.17524,0.67286,0.30619,89.2,119,0,0,0,6.6,-1.97,-0.26,2.82,0,0,-1.566666667,0.06,0.103,1.566666667,-0.06,-0.06,-0.103,-0.071,25,51.5,15.081438910637308,-6.605141763839528,35.05978164289803,0.6666666666666666,25.117592302441775,32.49491184620542
21,678024,"Vasil, Mike",1647,1.3,,,,,,,,,,,,2209,89,88.65,2,3,18,-0.4000000000000057,6.15,112,150,112,148,298,317,296,-0.536,0.536,69.8,8.0,,,,,,,,,,,2.90857,0.024,0.30286,-0.29619,88.0,133,,,,5.92,-1.6,-0.18,2.59,,,2.552380952,,,-2.552380952,,,,,66.7,30.3,18.50764340984088,-12.158482702019715,30.053803551626405,0.6666666666666666,50.48561625014367,38.70562156752889
21,695445,"Lee, Chase",600,3.5,,,,,,,,,,,,2620,83.7,83.1,1,3,18,-0.6000000000000085,5.91,112,147,111,149,293,327,299,-0.033,0.033,65.7,7.0,,,,,,,,,,,3.08286,0.20762,-0.44619,0.40429,96.8,45,,,,3.74,-2.76,0.13,2.37,,,0.157142857,,,-0.157142857,,,,,33.3,-3.3,10.90219205070545,-5.9263506885448365,24.51721501584285,0.3333333333333333,45.58677263173704,32.369128604948976
20,663765,"Woodford, Jake",625,3.2,0.667,0,0.667,0.667,0.622,0.637,0.641,2,3,82.6,31.7,2131,89.3,89.69,0,7,13,0.4000000000000057,6.54,106,148,116,146,300,322,298,-1.094,1.094,72.7,7.1,4,3,2,0,0,0,0,0,0,0,2.512,0.383,0.4905,0.2425,90.7,106,0,0,0,5.05,-2.26,-0.28,2.43,0.75,0,5.47,0.731,0.723,-5.47,0.026,0.019000000000000017,-0.056,-0.015,0,25.1,9.776079673889011,-9.44701838714764,33.589212690456904,0.7142857142857143,24.122397592131925,30.890394422772648
20,681006,"Simpson, Josh",614,3.3,0.5,0,0.5,0.5,0.441,0.238,0.251,1,2,101.7,25.5,2463,86.1,85.24,3,5,15,-0.8999999999999915,5.88,106,144,115,144,304,324,293,-0.6,0.6,63.5,7.6,2,2,1,0,0,0,0,0,0,0,3.144,-0.005,-0.2145,0.0085,101.6,152,100,0,0,5.18,1.42,-0.41,1.64,0.5,0,3,0.251,0.285,-3,0.249,0.249,0.215,0.203,60,26.2,15.725945922558239,-3.761205843861044,33.74935523479729,0.4,34.48782579992937,36.11183109547437
20,675848,"Mejia, Juan",1074,1.9,0,0,0,0,0,0.093,0.081,0,2,72.9,43,2652,94.3,94.41,0,4,16,0.10000000000000853,6.09,111,149,118,147,301,334,305,0.139,-0.139,68.9,7.2,2,2,0,0,0,0,0,0,0,0,1.8575,0.719,-0.22684,-0.11,90.8,194,50,0,0,6,-1.28,0,2.77,0,0,-0.695,0.081,0.14,0.695,-0.081,-0.081,-0.14,-0.093,0,37.9,6.489757044339407,6.828188890406742,28.675237437354408,0.25,35.38212964484823,20.70339112349532
19,673513,"Matsui, Yuki",1063,1.8,0,0,0,0,0.361,0.412,0.104,0,1,83.7,-12,2183,87.2,85.99,1,4,15,-1.2000000000000028,5.69,115,149,118,148,299,321,297,-0.366,0.366,69.3,7.1,2,1,0,0,0,0,0,0,0,0,2.20211,0.84053,0.23947,-0.12263,88.0,126,0,0,0,6.11,2,0.14,2.25,0.5,0,1.926315789,0.552,0.105,-1.926315789,-0.104,-0.052000000000000046,-0.105,-0.051,25,55.3,5.669801050077702,1.9042678512033646,23.418588039476006,0.25,43.81299916746166,23.44948107748392
19,678692,"Henriquez, Ronny",1159,1.6,0,0,0,0,0.361,0.481,0.262,0,1,52,-66,2268,91.8,92.07,6,8,11,0.29999999999999716,6.56,113,148,107,149,299,324,297,-0.067,0.067,65.9,7.9,2,1,0,0,0,0,0,0,0,0,1.97632,0.75632,0.31737,-0.42053,88.0,20,0,0,0,5.21,-2.37,-0.3,1.79,0.5,0,0.352631579,0.631,0.263,-0.352631579,-0.262,-0.131,-0.263,-0.12,75,42.4,18.327709516319807,-19.18916591865723,36.5149849577469,0.375,37.74603582794453,40.72205248708584
19,681517,"Leahy, Kyle",1350,1.4,,,,,,,,,,,,2331,90.8,92.2,2,4,15,1.4000000000000057,7.14,104,147,111,147,306,324,300,-0.195,0.195,67.7,7.0,,,,,,,,,,,2.29684,0.49947,-0.14316,-0.24421,88.0,121,,,,5.68,-2.14,-0.32,2.68,,,1.026315789,,,-1.026315789,,,,,50,45.8,7.5005709227282455,-0.5060686478835876,29.5059837658198,0.5,33.795729261027894,28.612749269744587
18,663574,"Santillan, Tony",1230,1.5,,,,,,,,,,,,2277,91.9,90.99,1,2,16,-0.9000000000000057,5.83,120,150,114,151,290,325,297,-0.435,0.435,71.3,7.3,,,,,,,,,,,2.21389,0.515,0.38056,-0.67389,92.8,3,,,,5.35,-2.37,-0.5,2.61,,,2.416666667,,,-2.416666667,,,,,50,25.4,10.120993838043699,-12.441778052610353,27.535623136680158,1,31.815853586704815,28.76083491458973
18,664199,"Clarke, Taylor",865,2.1,,,,,,,,,,,,2091,91.2,91.29,3,3,15,0.09999999999999432,6.16,110,148,119,151,297,323,297,-0.303,0.303,61.4,8.0,,,,,,,,,,,2.15333,0.57722,0.62833,-0.22278,,,,,,6.02,-0.93,-0.06,2.61,,,1.683333333,,,-1.683333333,,,,,100,42.5,16.056811736481777,-17.127676264765395,43.31382389241196,0,32.044972628410534,37.94612595275648
18,678368,"Bellozo, Valente",1322,1.4,,,,,,,,,,,,2522,81.6,80.92,1,2,16,-0.6999999999999886,6.01,110,149,115,148,303,320,291,-0.323,0.323,37.4,5.0,,,,,,,,,,,2.94778,0.52667,-0.51167,-0.465,88.0,,,,,6.03,-1.24,0.37,2.39,,,1.794444444,,,-1.794444444,,,,,50,46.2,-10.989311693265876,-100.49135977600622,27.196560365101753,0,46.48710866827713,42.898474816377515
18,672391,"Ort, Kaleb",788,2.3,0,0,0,0,0,0.019,0.021,0,1,50.6,57,2405,95.1,94.37,0,1,17,-0.6999999999999886,6.23,108,146,121,146,301,324,295,-0.218,0.218,73.9,7.4,1,1,0,0,0,0,0,0,0,0,1.14167,1.41722,0.51167,-0.04278,88.0,109,0,0,0,5.85,-2.66,-0.03,2.93,0,0,1.211111111,0.021,0.021,-1.211111111,-0.021,-0.021,-0.021,-0.019,0,40.4,7.80016596373865,-7.977424805467872,41.28334439662002,1,23.394557203318065,29.847405316378634
18,657612,"Hill, Tim",899,2,,,,,,,,,,,,2051,88.9,89.09,1,3,15,0.19999999999998863,6.56,109,149,123,149,295,318,285,-0.317,0.317,51.3,4.9,,,,,,,,,,,3.29333,-0.39056,1.31611,-0.85389,,,,,,3.05,3.93,1.14,2.6,,,1.761111111,,,-1.761111111,,,,,33.3,-23.7,-13.914767439959622,15.282736760696736,27.509052255984482,0,45.5558979707945,17.88158610074152
18,472610,"García, Luis",896,2,,,,,,,,,,,,2088,88.6,89.17,5,5,13,0.6000000000000085,6.52,107,147,117,147,304,323,298,-0.202,0.202,56.6,8.2,,,,,,,,,,,2.48556,0.45278,0.14111,-0.14667,,,,,,6.2,-2.11,0.43,1.78,,,1.122222222,,,-1.122222222,,,,,100,44.8,23.909590609349173,-33.89569372522932,30.16982397682953,0.4,45.89934274441953,47.89805040682244
18,694335,"Svanson, Matt",964,1.9,,,,,,,,,,,,2250,92,92.87,1,1,17,0.9000000000000057,6.66,113,146,116,149,301,322,300,-0.567,0.567,45.1,6.3,,,,,,,,,,,2.15278,0.54222,0.04889,-0.31333,,,,,,5.71,-1.63,-0.02,3.12,,,3.15,,,-3.15,,,,,100,32.2,13.90097784536606,17.27581674343215,30.98151937290275,1,22.054413920109578,21.850389432671484
17,668984,"Legumina, Casey",861,2,0,0,0,0,0,0.053,0.052,0,3,76.9,-15,2324,92.6,93.16,1,4,13,0.6000000000000085,6.76,113,148,111,146,287,315,295,0.415,-0.415,63.0,6.8,3,3,0,0,0,0,0,0,0,0,1.82118,0.87118,1.08647,0.58882,88.0,11,0,0,0,4.64,-2.21,-0.35,3.25,0,0,-2.441176471,0.052,0.058,2.441176471,-0.052,-0.052,-0.058,-0.053,25,17.4,1.9994492492356821,7.986490813159448,29.808240115709722,0.5,32.8561644527313,25.23658935192706
17,681892,"Funderburk, Kody",725,2.3,1,0,1,1,0.882,0.287,0.318,1,1,78,9,2205,87.9,88.99,1,3,14,1.0999999999999943,7.11,111,150,121,150,299,327,292,-0.697,0.697,63.1,6.8,1,1,1,0,0,0,0,0,0,0,2.60471,0.38765,0.19647,-0.31882,88.0,133,0,0,0,5.83,2.47,-0.35,2.38,1,0,4.1,0.318,0.318,-4.1,0.682,0.6819999999999999,0.682,0.595,33.3,32.5,1.90661702677777,9.913208296893284,42.1586301513415,0,29.15605442126616,25.759461099845115
17,543101,"DeSclafani, Anthony",634,2.7,0,0,0,0,0,0.295,0.319,0,1,70.6,9,2170,89.7,90.19,2,3,14,0.5,6.61,111,147,118,146,305,328,298,-0.073,0.073,61.9,7.9,1,1,0,0,0,0,0,0,0,0,2.32765,0.565,0.35294,0.00353,88.0,112,0,0,0,5.53,-1.94,0.61,2.04,0,0,0.429411765,0.319,0.342,-0.429411765,-0.319,-0.319,-0.342,-0.295,66.7,36.5,15.204485055326428,-12.402049106834262,34.825753546977744,0.3333333333333333,37.20575785869602,36.75777870717363
17,543056,"Coulombe, Danny",719,2.4,,,,,,,,,,,,2429,87.4,87.26,0,4,13,-0.10000000000000853,6.09,114,150,105,149,298,325,291,-0.236,0.236,73.4,8.1,,,,,,,,,,,2.13353,0.86353,0.01176,0.24941,92.3,70,,,,6.09,-0.61,-0.72,2.02,,,1.388235294,,,-1.388235294,,,,,0,56.9,17.107282172382668,-17.452119323701268,37.66183470895652,0.75,28.322426407814824,38.11622140040526
17,608718,"Suter, Brent",1116,1.5,,,,,,,,,,,,1926,81.5,83.22,1,1,16,1.7000000000000028,7.41,107,149,121,146,302,322,286,-0.448,0.448,67.9,8.7,,,,,,,,,,,2.49706,0.97235,0.32824,-0.32706,,,,,,6.08,3.29,0.19,1.65,,,2.635294118,,,-2.635294118,,,,,100,51.1,23.285405802813614,-33.54598911117362,25.52497548245004,0,58.68407077691241,54.331121061244794
17,676617,"O'Brien, Riley",758,2.2,0,0,0,0,0,0.399,0.443,0,1,93.1,2,2342,92.8,94.05,1,3,14,1.2999999999999972,6.95,106,148,105,147,306,325,299,-0.002,0.002,50.3,4.8,1,1,0,0,0,0,0,0,0,0,2.18529,0.47647,0.47375,-0.1825,90.5,56,0,0,0,5.45,-1.76,0.02,2.12,0,0,0.011764706,0.443,0.537,-0.011764706,-0.443,-0.443,-0.537,-0.399,33.3,29.2,-10.416609850745049,-37.4698684910255,48.507931513491144,0.3333333333333333,34.87066872750578,15.915742664568528
17,670955,"Uceta, Edwin",1214,1.4,,,,,0.722,0.722,,0,0,,,2355,90.9,90.95,4,6,11,0.09999999999999432,6.24,105,147,110,147,301,321,292,-0.492,0.492,69.0,6.8,1,0,0,0,0,0,0,0,0,0,2.09941,0.67059,0.78882,0.18647,103.0,179,,,,4.6,-1.56,0.18,2.3,1,,2.894117647,1,,-2.894117647,,0,,0,66.7,13.9,7.933388278446385,6.744378154455764,33.35729637899363,0.5,34.674714702165744,30.64317598223566
17,663671,"Enright, Nic",532,3.2,,,,,,,,,,,,2516,90,90.21,0,2,15,0.20000000000000284,6.49,102,145,116,145,297,317,296,-0.419,0.419,52.7,5.0,,,,,,,,,,,1.73529,1.10412,0.06765,-0.09,88.0,154,,,,6.21,-1.36,1.07,2.53,,,2.464705882,,,-2.464705882,,,,,0,54.6,6.893792190601131,15.290845256593988,31.261653943849918,1,21.22150340682923,20.79032629077609
17,669371,"Henry, Cole",967,1.8,,,,,,,,,,,,2513,90.1,90.51,0,1,16,0.4000000000000057,6.61,113,150,122,150,304,325,300,-0.473,0.473,51.0,5.5,,,,,,,,,,,2.07471,0.78176,0.55235,-0.19706,,,,,,5.37,-2.06,0.15,2.62,,,2.782352941,,,-2.782352941,,,,,0,23.4,-6.47087150681948,30.372413988623748,29.455967364139422,0,30.73404058940565,9.751743771862515
17,607455,"Banda, Anthony",1065,1.6,1,0,1,1,0.882,0.904,0.948,1,1,92,13,2270,91.2,91.18,4,5,12,0,6.18,109,152,118,149,296,314,292,-0.44,0.44,62.2,7.2,1,1,1,0,0,0,0,0,0,0,2.33353,0.42941,0.27706,-0.10059,90.0,229,0,0,0,5.54,2.5,-0.01,2.57,1,0,2.588235294,0.948,1.084,-2.588235294,0.052,0.052000000000000046,-0.084,-0.022,80,36.3,11.893165249446563,1.0483088840815569,30.73388256934906,0.4,40.38658437255109,28.634347199751232
17,663941,"Beck, Tristan",817,2.1,0,0,0,0,0,0.289,0.301,0,2,56.2,2.5,2302,91.9,92.48,1,3,14,0.5999999999999943,6.76,117,151,120,149,294,321,294,-0.277,0.277,30.2,7.0,2,2,0,0,0,0,0,0,0,0,1.84941,0.88,0.29353,-0.20176,88.0,128,0,0,0,6.03,-2.55,0.16,2.13,0,0,1.629411765,0.301,0.344,-1.629411765,-0.301,-0.301,-0.344,-0.289,33.3,41.9,2.754977513556219,5.0670251619896565,34.1119757335953,0,27.883001525095516,31.63546994605155
16,669684,"Murphy, Chris",569,2.8,,,,,,,,,,,,2303,88.4,88.13,2,2,14,-0.30000000000001137,6.16,107,151,121,148,283,319,290,-0.285,0.285,76.6,8.0,,,,,,,,,,,2.42312,0.5475,-0.05375,0.23,,,,,,5.36,2.27,-0.11,2.57,,,1.78125,,,-1.78125,,,,,100,39.0,7.8046403953472865,-6.219440124022924,23.506110391588603,0.5,32.25503530092264,26.912941896660783
16,656794,"Newcomb, Sean",1547,1,0,0,0,0,0,0.189,0.179,0,1,88.9,23,2373,90,88.53,1,2,14,-1.5,5.59,110,151,118,147,290,322,293,-0.073,0.073,72.0,7.3,1,1,0,0,0,0,0,0,0,0,2.25125,0.61313,0.7825,-0.3075,88.9,302,0,0,0,6.05,2.54,0.53,2.17,0,0,0.45625,0.179,0.276,-0.45625,-0.179,-0.179,-0.276,-0.189,50,31.2,5.022947671682144,3.8572569087934543,34.59515168851889,0.5,36.14068209135912,22.79875389650469
16,641745,"Keller, Brad",1113,1.4,0,0,0,0,0,0.007,0.008,0,1,92.6,65,2269,92.2,91.73,1,3,13,-0.5,5.96,111,149,117,151,297,324,297,0.031,-0.031,74.7,8.0,1,1,0,0,0,0,0,0,0,0,2.30625,0.395,0.19875,-0.07125,90.3,138,0,0,0,6.37,-1.51,-0.63,2.17,0,0,-0.19375,0.008,0.008,0.19375,-0.008,-0.008,-0.008,-0.007,33.3,47.7,22.748292420525317,-26.03385822427106,36.391728258113645,0.5,33.54093599949455,51.29683864246176
16,663855,"Hicks, Jordan",1199,1.3,1,1,1,2,0.899,0.507,0.05,1,1,94.1,38,1968,94.8,94.86,2,4,12,0.10000000000000853,6.46,102,143,109,144,288,319,291,-1.69,1.69,74.4,8.1,3,1,0,1,0,0,0,0,0,0,2.0425,0.53625,0.95938,0.12938,91.0,226,0,0,0,5.64,-1.89,0.38,1.98,1,0,10.5625,0.683,0.145,-10.5625,0.95,0.31699999999999995,1.855,0.392,50,37.4,15.62504089365321,-16.19963354769819,34.84289456336577,0.75,39.40354650024807,38.32225762708241
